City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
269,Conceicao Do Araguaia,BR,2/12/2022 7:56,-8.2578,-49.2647,71.69,97,100,2.19,overcast clouds
270,San Lorenzo,PY,2/12/2022 7:52,-25.3333,-57.5333,76.59,73,0,7,clear sky
271,Loubomo,CG,2/12/2022 7:56,-4.1997,12.6739,75.4,82,87,2.71,overcast clouds
272,Kil,SE,2/12/2022 7:56,59.5072,13.314,37.29,75,100,12.66,overcast clouds
273,Bubaque,GW,2/12/2022 7:56,11.2833,-15.8333,77.58,43,3,18.12,clear sky
274,Bom Jesus,BR,2/12/2022 7:56,-9.0744,-44.3586,69.15,96,32,0.94,scattered clouds
275,Ina,JP,2/12/2022 7:56,35.8276,137.9538,39.45,55,97,1.9,overcast clouds
276,High Level,CA,2/12/2022 7:56,58.5169,-117.136,-12.89,84,0,0,clear sky
277,Poya,NC,2/12/2022 7:56,-21.35,165.15,79.41,86,100,3.74,overcast clouds
278,Touros,BR,2/12/2022 7:56,-5.1989,-35.4608,77.9,84,100,7.43,overcast clouds
279,Bathsheba,BB,2/12/2022 7:56,13.2167,-59.5167,77.61,69,75,16.11,broken clouds
280,Kahului,US,2/12/2022 7:52,20.8947,-156.47,74.84,81,20,8.05,few clouds
281,The Valley,AI,2/12/2022 7:56,18.217,-63.0578,76.86,69,9,21.21,clear sky
282,Mount Isa,AU,2/12/2022 7:56,-20.7333,139.5,98.37,25,75,9.22,broken clouds
283,Ndele,CF,2/12/2022 7:56,8.4109,20.6473,84.33,13,19,8.46,few clouds
284,Kavieng,PG,2/12/2022 7:56,-2.5744,150.7967,81.45,77,99,7.56,light rain
285,East London,ZA,2/12/2022 7:56,-33.0153,27.9116,77.94,78,40,5.75,scattered clouds
286,Meulaboh,ID,2/12/2022 7:56,4.1363,96.1285,86.67,58,100,3.87,overcast clouds
287,Palmer,US,2/12/2022 7:54,42.1584,-72.3287,50.45,56,100,10.36,overcast clouds
288,Obo,CF,2/12/2022 7:56,5.3998,26.4869,86.86,15,99,10.18,overcast clouds
289,Alyangula,AU,2/12/2022 7:56,-13.8483,136.4192,85.87,62,9,5.75,clear sky
290,Sao Felix Do Xingu,BR,2/12/2022 7:56,-6.6447,-51.995,70.75,100,100,1.88,light rain
291,Hami,CN,2/12/2022 7:56,42.8,93.45,33.13,55,95,7.47,overcast clouds
292,Sovetskaya Gavan,RU,2/12/2022 7:56,48.9723,140.2878,20.35,97,100,2.55,light snow
293,Ambovombe,MG,2/12/2022 7:56,-25.1667,46.0833,84.4,62,0,14.92,clear sky
294,Angoche,MZ,2/12/2022 7:56,-16.2325,39.9086,81.73,79,88,6.49,light rain
295,Husavik,IS,2/12/2022 7:56,66.0449,-17.3389,17.51,80,99,6.22,overcast clouds
296,Pevek,RU,2/12/2022 7:56,69.7008,170.3133,-31.23,100,84,6.22,broken clouds
297,Olafsvik,IS,2/12/2022 7:56,64.8945,-23.7142,26.65,73,65,27.6,broken clouds
298,Ponta Do Sol,PT,2/12/2022 7:56,32.6667,-17.1,63.23,71,6,5.84,clear sky
299,Havelock,US,2/12/2022 7:56,34.8791,-76.9013,57.15,88,13,5.32,few clouds
300,Richards Bay,ZA,2/12/2022 7:56,-28.783,32.0377,83.79,55,2,5.93,clear sky
301,Dalvik,IS,2/12/2022 7:56,65.9702,-18.5286,17.53,90,100,8.05,overcast clouds
302,Srednekolymsk,RU,2/12/2022 7:56,67.45,153.6833,-31.09,97,25,6.89,scattered clouds
303,Pakxe,LA,2/12/2022 7:56,15.1167,105.7833,93.34,43,40,2.3,scattered clouds
304,Lorengau,PG,2/12/2022 7:56,-2.0226,147.2712,81.25,77,87,2.21,overcast clouds
305,Isangel,VU,2/12/2022 7:56,-19.55,169.2667,80.11,87,86,8.08,overcast clouds
306,Kasongo-Lunda,CD,2/12/2022 7:56,-6.4667,16.8167,78.01,81,88,0.67,light rain
307,Finschhafen,PG,2/12/2022 7:56,-6.6024,147.8681,80.24,84,100,9.84,overcast clouds
308,Abnub,EG,2/12/2022 7:56,27.2696,31.1511,53.82,42,0,0.63,clear sky
309,Kyra,RU,2/12/2022 7:56,49.5776,111.9753,0.14,73,90,3.06,overcast clouds
310,Bitung,ID,2/12/2022 7:56,1.4451,125.1824,79.65,77,96,10.65,overcast clouds
311,Nadym,RU,2/12/2022 7:56,65.5333,72.5167,-0.87,83,15,16.06,few clouds
312,Bandarbeyla,SO,2/12/2022 7:56,9.4942,50.8122,79.09,52,88,15.05,overcast clouds
313,Borger,NL,2/12/2022 7:56,52.9233,6.7931,33.78,88,32,12.33,scattered clouds
314,Yurimaguas,PE,2/12/2022 7:56,-5.9,-76.0833,71.22,99,100,1.88,overcast clouds
315,Amga,RU,2/12/2022 7:56,60.8953,131.9608,-19.08,98,66,1.16,broken clouds
316,Buala,SB,2/12/2022 7:56,-8.145,159.5921,77.2,88,100,6.76,light rain
317,Karaton,ID,2/12/2022 7:56,-6.3424,106.1045,87.89,54,100,6.58,overcast clouds
318,Americana,BR,2/12/2022 7:56,-22.7392,-47.3314,69.1,100,0,5.79,clear sky
319,Port Elizabeth,ZA,2/12/2022 7:56,-33.918,25.5701,73.69,64,0,5.75,clear sky
320,Morros,BR,2/12/2022 7:56,-9.4467,-46.3003,70.09,92,14,2.21,few clouds
321,San Ciro De Acosta,MX,2/12/2022 7:56,21.6333,-99.8167,55.17,92,0,1.16,clear sky
322,Yulara,AU,2/12/2022 7:56,-25.2406,130.9889,96.64,13,0,11.5,clear sky
323,Siavonga,ZM,2/12/2022 7:56,-16.5382,28.7088,78.75,70,98,4.99,overcast clouds
324,Beloha,MG,2/12/2022 7:56,-25.1667,45.05,89.06,50,4,13.51,clear sky
325,Egvekinot,RU,2/12/2022 7:56,66.3167,-179.1667,-20.56,88,13,8.16,few clouds
326,Doha,QA,2/12/2022 7:56,25.2867,51.5333,76.98,50,0,4.61,clear sky
327,Vega De Alatorre,MX,2/12/2022 7:56,20.0333,-96.6333,66.99,88,52,2.35,broken clouds
328,Rawlins,US,2/12/2022 7:56,41.7911,-107.2387,14.43,76,20,4.34,few clouds
329,Mirabad,AF,2/12/2022 7:56,30.4362,61.8383,64.49,24,0,11.16,clear sky
330,Luderitz,NA,2/12/2022 7:56,-26.6481,15.1594,82.53,55,2,1.28,clear sky
331,Liberal,US,2/12/2022 7:56,37.0431,-100.921,29.44,41,100,15.39,overcast clouds
332,Aykhal,RU,2/12/2022 7:56,66,111.5,1.42,99,77,4.63,broken clouds
333,Kultuk,RU,2/12/2022 7:57,51.7208,103.6956,3.29,88,90,3.85,overcast clouds
334,Sarankhola,BD,2/12/2022 7:57,22.3082,89.7897,78.01,25,24,9.1,few clouds
335,Fuerte Olimpo,PY,2/12/2022 7:57,-21.0415,-57.8738,75.6,72,23,3.38,few clouds
336,Belmonte,BR,2/12/2022 7:57,-15.8631,-38.8828,73.9,89,28,2.51,scattered clouds
337,Pierre,US,2/12/2022 7:56,44.3683,-100.351,10.85,60,11,3,few clouds
338,Duma,CN,2/12/2022 7:57,34.7653,108.135,41.02,63,100,1.61,overcast clouds
339,Paragominas,BR,2/12/2022 7:57,-2.9667,-47.4833,71.47,99,100,2.24,overcast clouds
340,Raga,SS,2/12/2022 7:57,8.4596,25.678,78.58,13,65,7.99,broken clouds
341,Gazanjyk,TM,2/12/2022 7:57,39.2446,55.5154,47.46,40,0,8.28,clear sky
342,Black River,JM,2/12/2022 7:57,18.0264,-77.8487,73.4,85,5,4.85,clear sky
343,Morondava,MG,2/12/2022 7:57,-20.2833,44.2833,85.46,71,16,3.76,few clouds
344,Comodoro Rivadavia,AR,2/12/2022 7:55,-45.8667,-67.5,66.06,30,0,6.91,clear sky
345,Krasnoselkup,RU,2/12/2022 7:57,65.7,82.4667,0.07,88,6,10.85,clear sky
346,Alindao,CF,2/12/2022 7:57,5.0267,21.2088,89.42,15,6,6.8,clear sky
347,Ferrol,ES,2/12/2022 7:57,43.4832,-8.2369,47.71,90,66,4.14,broken clouds
348,Sidrolandia,BR,2/12/2022 7:57,-20.9319,-54.9614,77.79,84,10,3.47,clear sky
349,Wau,SS,2/12/2022 7:57,7.7029,27.9953,85.44,13,5,8.32,clear sky
350,Zhigansk,RU,2/12/2022 7:57,66.7697,123.3711,-26,98,99,6.22,overcast clouds
351,Binga,ZW,2/12/2022 7:57,-17.6203,27.3414,77.27,71,100,4.65,light rain
352,Kruisfontein,ZA,2/12/2022 7:57,-34.0033,24.7314,82.53,34,0,7.27,clear sky
353,Khilok,RU,2/12/2022 7:57,51.3674,110.4676,-1.34,73,100,4.03,overcast clouds
354,Nome,US,2/12/2022 7:57,64.5011,-165.4064,-13.88,86,92,7.43,overcast clouds
355,Alice Springs,AU,2/12/2022 7:57,-23.7,133.8833,89.15,18,0,8.05,clear sky
356,Port-Gentil,GA,2/12/2022 7:57,-0.7193,8.7815,80.56,94,40,4.61,scattered clouds
357,Bafq,IR,2/12/2022 7:57,31.6128,55.4107,57.25,27,100,7,overcast clouds
358,Inhambupe,BR,2/12/2022 7:57,-11.7844,-38.3531,71.91,96,2,4.29,clear sky
359,Kamenka,RU,2/12/2022 7:57,51.3223,42.7678,30.74,91,99,4.76,overcast clouds
360,Kasamwa,TZ,2/12/2022 7:57,-2.85,32.4333,73.9,71,100,4.72,moderate rain
361,Pitea,SE,2/12/2022 7:57,65.3172,21.4794,8.69,91,100,4.63,overcast clouds
362,Xingtai,CN,2/12/2022 7:57,37.0631,114.4942,49.51,37,100,3.06,overcast clouds
363,Peterhead,GB,2/12/2022 7:57,57.5058,-1.7981,44.11,90,100,23.78,overcast clouds
364,Ullapool,GB,2/12/2022 7:57,57.8987,-5.1604,46.76,93,100,16.89,light rain
365,Zeya,RU,2/12/2022 7:57,53.75,127.2667,2.66,73,53,4.5,broken clouds
366,Sistranda,NO,2/12/2022 7:57,63.7256,8.834,36.9,74,100,13.13,light rain
367,Thunder Bay,CA,2/12/2022 7:54,48.4001,-89.3168,-11.43,67,0,6.91,clear sky
368,Lebu,CL,2/12/2022 7:57,-37.6167,-73.65,56.34,65,0,11.95,clear sky
369,Zonguldak,TR,2/12/2022 7:57,41.25,31.8333,47.17,53,17,1.97,few clouds
370,Roznava,SK,2/12/2022 7:57,48.6601,20.5376,35.74,67,5,3.2,clear sky
371,Asau,RO,2/12/2022 7:57,46.4333,26.4,38.75,74,100,3.85,overcast clouds
372,Nogent-Le-Rotrou,FR,2/12/2022 7:57,48.3333,1,30.65,84,95,7.61,overcast clouds
373,Tatawin,TN,2/12/2022 7:57,32.9297,10.4518,50.88,58,61,1.32,broken clouds
374,Dukat,RU,2/12/2022 7:57,62.55,155.55,-28.39,85,78,3.69,broken clouds
375,Vaitape,PF,2/12/2022 7:57,-16.5167,-151.75,82,71,100,14.36,overcast clouds
376,Yakeshi,CN,2/12/2022 7:57,49.2833,120.7333,-4.14,95,99,5.41,overcast clouds
377,Porto Novo,BJ,2/12/2022 7:57,6.4965,2.6036,80.42,75,94,3.76,overcast clouds
378,Geraldton,AU,2/12/2022 7:57,-28.7667,114.6,81.01,54,87,25.32,overcast clouds
379,Taoudenni,ML,2/12/2022 7:57,22.6783,-3.9836,58.23,28,42,10.07,scattered clouds
380,Tam Ky,VN,2/12/2022 7:57,15.5667,108.4833,78.78,79,100,9.4,overcast clouds
381,Iqaluit,CA,2/12/2022 7:57,63.7506,-68.5145,-18.31,75,40,5.75,scattered clouds
382,Chenzhou,CN,2/12/2022 7:57,25.8,113.0333,43.92,91,100,4.97,overcast clouds
383,Yenagoa,NG,2/12/2022 7:57,4.9247,6.2642,83.82,71,32,3.89,scattered clouds
384,Port Moresby,PG,2/12/2022 7:57,-9.4431,147.1797,85.42,66,40,13.8,haze
385,Misratah,LY,2/12/2022 7:57,32.3754,15.0925,56.79,55,100,7.72,overcast clouds
386,Tautira,PF,2/12/2022 7:57,-17.7333,-149.15,77.02,74,100,12.46,overcast clouds
387,Wellington,NZ,2/12/2022 7:55,-41.2866,174.7756,66.76,96,100,9.22,moderate rain
388,Ilulissat,GL,2/12/2022 7:57,69.2167,-51.1,23.52,76,100,9.48,overcast clouds
389,La Asuncion,VE,2/12/2022 7:55,11.0333,-63.8628,74.93,83,52,11.5,broken clouds
390,Sebu,PH,2/12/2022 7:57,6.22,124.6936,80.98,53,100,5.19,overcast clouds
391,Bisert,RU,2/12/2022 7:57,56.8617,59.0523,22.05,89,100,6.29,overcast clouds
392,Chapleau,CA,2/12/2022 7:57,47.8405,-83.4034,-15.36,92,100,11.23,overcast clouds
393,Umarkot,PK,2/12/2022 7:57,25.3616,69.7362,81,14,0,7.83,clear sky
394,Tokonou,GN,2/12/2022 7:57,9.65,-9.7833,66.76,19,14,1.21,few clouds
395,Kolosovka,RU,2/12/2022 7:57,56.4678,73.611,0.81,91,70,13.42,broken clouds
396,Caravelas,BR,2/12/2022 7:57,-17.7125,-39.2481,73.04,92,96,2.53,overcast clouds
397,Wucheng,CN,2/12/2022 7:57,29.6008,118.175,45.01,97,100,1.66,light rain
398,Gezing,AT,2/12/2022 7:57,47.9178,13.1299,33.82,95,0,8.05,clear sky
399,Jaciara,BR,2/12/2022 7:57,-15.9653,-54.9683,68.34,96,68,1.41,broken clouds
400,Opuwo,NA,2/12/2022 7:57,-18.0607,13.84,74.59,69,85,4.54,light rain
401,Strelka,RU,2/12/2022 7:57,58.0728,93.0344,5.56,81,14,7.81,few clouds
402,Agaro,ET,2/12/2022 7:57,7.85,36.65,82.74,34,51,1.52,broken clouds
403,Nenjiang,CN,2/12/2022 7:57,49.1833,125.2167,5.27,88,100,4.05,overcast clouds
404,Amapa,BR,2/12/2022 7:57,1,-52,71.47,99,100,2.82,overcast clouds
405,Newport,GB,2/12/2022 7:57,51.5877,-2.9984,45.25,75,100,1.99,overcast clouds
406,Kurilsk,RU,2/12/2022 7:57,45.2333,147.8833,27.72,90,100,5.53,light snow
407,Vagur,FO,2/12/2022 7:57,61.4732,-6.8119,44.42,85,100,20.83,overcast clouds
408,Kaohsiung,TW,2/12/2022 7:57,22.6163,120.3133,78.75,61,75,8.05,broken clouds
409,Shenxian,CN,2/12/2022 7:57,36.2411,115.6672,51.69,34,100,4.5,overcast clouds
410,Svetlyy,RU,2/12/2022 7:57,54.675,20.1347,36.97,74,3,15.37,clear sky
411,Shenzhen,CN,2/12/2022 7:52,22.5455,114.0683,72.86,87,65,5.88,broken clouds
412,Dondo,MZ,2/12/2022 7:57,-19.6094,34.7431,85.51,67,96,5.19,overcast clouds
413,Sept-Iles,CA,2/12/2022 7:57,50.2001,-66.3821,27.12,94,100,17.27,snow
414,Skotterud,NO,2/12/2022 7:57,59.9828,12.1283,35.82,79,100,14.34,overcast clouds
415,Mwense,ZM,2/12/2022 7:57,-10.3845,28.698,70.59,84,100,2.24,overcast clouds
416,Haines Junction,CA,2/12/2022 7:57,60.7522,-137.5108,19.35,86,100,2.3,overcast clouds
417,Narsaq,GL,2/12/2022 7:57,60.9167,-46.05,27.01,91,100,11.21,light snow
418,Mitu,CO,2/12/2022 7:57,1.1983,-70.1733,71.06,96,66,0.85,light rain
419,East Bethel,US,2/12/2022 7:57,45.3194,-93.2025,3.15,72,0,10.36,clear sky
420,Bad Doberan,DE,2/12/2022 7:57,54.1071,11.9005,36.01,85,45,12.35,scattered clouds
421,Tabas,IR,2/12/2022 7:57,33.5959,56.9244,61.86,32,91,7.85,overcast clouds
422,Teahupoo,PF,2/12/2022 7:57,-17.8333,-149.2667,71.56,74,100,12.37,overcast clouds
423,Tarsus,TR,2/12/2022 7:52,36.9188,34.8784,53.47,56,0,3.11,clear sky
424,Kommunisticheskiy,RU,2/12/2022 7:57,61.6789,64.4819,5.92,93,100,10.78,light snow
425,Palmetto,US,2/12/2022 7:57,27.5214,-82.5723,59.99,75,0,3.24,clear sky
426,Buraydah,SA,2/12/2022 7:57,26.326,43.975,55.85,32,0,16.13,clear sky
427,Onega,RU,2/12/2022 7:57,63.9061,38.1404,18.73,93,99,9.44,overcast clouds
428,Tigil,RU,2/12/2022 7:57,57.8,158.6667,-15.02,100,19,2.3,few clouds
429,Ajdabiya,LY,2/12/2022 7:57,30.7554,20.2263,54.48,55,0,6.98,clear sky
430,Gold Coast,AU,2/12/2022 7:53,-28,153.4333,77.23,71,8,17.27,clear sky
431,San Cristobal,VE,2/12/2022 7:57,7.7669,-72.225,64.74,84,100,0.98,overcast clouds
432,Treinta Y Tres,UY,2/12/2022 7:57,-33.2333,-54.3833,67.78,98,100,5.12,overcast clouds
433,Beisfjord,NO,2/12/2022 7:57,68.3751,17.5988,23.05,84,100,8.25,overcast clouds
434,Saint-Paul,RE,2/12/2022 7:57,-21.0096,55.2707,86.11,64,18,12.08,few clouds
435,Hay River,CA,2/12/2022 7:57,60.8156,-115.7999,-20.22,83,20,2.3,few clouds
436,Hauterive,FR,2/12/2022 7:57,46.0901,3.4459,28.02,69,100,3.29,overcast clouds
437,Grand-Santi,GF,2/12/2022 7:57,4.25,-54.3833,71.26,100,100,1.95,overcast clouds
438,Zhongxing,CN,2/12/2022 7:57,33.7039,118.6792,48.06,40,96,8.61,overcast clouds
439,Mogzon,RU,2/12/2022 7:57,51.7435,111.9606,-1.5,75,100,1.32,overcast clouds
440,Wewak,PG,2/12/2022 7:57,-3.5534,143.6268,81.36,80,100,7.99,overcast clouds
441,Halifax,CA,2/12/2022 7:55,44.6453,-63.5724,43.48,93,90,13.8,overcast clouds
442,Mulege,MX,2/12/2022 7:57,26.8833,-111.9833,63.61,31,0,3.83,clear sky
443,Antalaha,MG,2/12/2022 7:57,-14.9003,50.2788,81.66,71,44,8.43,light rain
444,Contramaestre,CU,2/12/2022 7:57,20.2978,-76.2414,72.88,92,12,3.38,few clouds
445,Port Macquarie,AU,2/12/2022 7:57,-31.4333,152.9167,73.36,69,88,14.79,overcast clouds
446,Adrar,MR,2/12/2022 7:57,20.5022,-10.0711,57.13,26,13,9.15,few clouds
447,Paranhos,BR,2/12/2022 7:57,-23.8928,-55.4311,67.71,71,0,5.39,clear sky
448,Timbo,BR,2/12/2022 7:57,-26.8233,-49.2717,71.4,90,81,1.83,broken clouds
449,Lilongwe,MW,2/12/2022 7:54,-13.9669,33.7873,70,94,75,3.44,broken clouds
450,Athabasca,CA,2/12/2022 7:57,54.7169,-113.2854,17.29,91,100,3.33,overcast clouds
451,Neudorfl,AT,2/12/2022 7:57,47.7833,16.2833,40.21,68,29,3.83,scattered clouds
452,Inuvik,CA,2/12/2022 7:57,68.3499,-133.7218,-21.14,76,0,6.91,clear sky
453,Kafanchan,NG,2/12/2022 7:57,9.5833,8.3,63.57,12,80,4.85,broken clouds
454,Coquimbo,CL,2/12/2022 7:57,-29.9533,-71.3436,60.53,88,0,5.75,clear sky
455,San Francisco,US,2/12/2022 7:52,37.7749,-122.4194,64.17,70,0,5.75,clear sky
456,Pangnirtung,CA,2/12/2022 7:57,66.1451,-65.7125,2.91,92,100,2.44,light snow
457,Fortuna,US,2/12/2022 7:57,40.5982,-124.1573,50.92,93,0,6.91,clear sky
458,Fomboni,KM,2/12/2022 7:57,-12.28,43.7425,81.48,73,100,9.24,overcast clouds
459,Menongue,AO,2/12/2022 7:57,-14.6585,17.691,74.08,68,96,1.77,light rain
460,Caraballeda,VE,2/12/2022 7:57,10.6112,-66.8522,75.36,70,75,0,broken clouds
461,Dong Hoi,VN,2/12/2022 7:57,17.4833,106.6,73.51,86,99,8.68,overcast clouds
462,Elizabeth City,US,2/12/2022 7:57,36.2946,-76.2511,53.02,70,0,3,clear sky
463,Cauquenes,CL,2/12/2022 7:57,-35.9671,-72.3225,57.31,39,0,2.17,clear sky
464,Los Llanos De Aridane,ES,2/12/2022 7:57,28.6585,-17.9182,60.55,56,75,6.91,broken clouds
465,Kamina,CD,2/12/2022 7:57,-8.7386,24.9906,74.88,68,75,2.04,broken clouds
466,Frisco,US,2/12/2022 7:52,33.1507,-96.8236,55.22,42,90,11.99,overcast clouds
467,Uyskoye,RU,2/12/2022 7:57,54.3775,60.0047,14.09,88,35,2.37,scattered clouds
468,Coihaique,CL,2/12/2022 7:56,-45.5752,-72.0662,50.61,81,21,3.44,few clouds
469,Vallenar,CL,2/12/2022 7:57,-28.5708,-70.7581,64.42,68,0,1.68,clear sky
470,Saint-Augustin,CA,2/12/2022 7:57,51.226,-58.6502,-4.22,94,100,4.25,overcast clouds
471,Rzhanitsa,RU,2/12/2022 7:57,53.4284,33.923,30.65,93,92,8.86,light snow
472,Saldanha,ZA,2/12/2022 7:57,-33.0117,17.9442,69.85,77,100,7.99,overcast clouds
473,Sangmelima,CM,2/12/2022 7:57,2.9333,11.9833,79.02,60,26,2.93,scattered clouds
474,Camocim,BR,2/12/2022 7:57,-2.9022,-40.8411,75.7,89,100,6.67,overcast clouds
475,Gravdal,NO,2/12/2022 7:57,68.1214,13.5031,29.84,76,99,10.31,snow
476,Pringsewu,ID,2/12/2022 7:57,-5.3582,104.9744,87.55,57,96,1.52,overcast clouds
477,Kinablangan,PH,2/12/2022 7:57,7.6947,126.5503,81.64,74,100,4.63,overcast clouds
478,Prudentopolis,BR,2/12/2022 7:57,-25.2131,-50.9778,58.05,100,27,2.46,scattered clouds
479,Kiama,AU,2/12/2022 7:57,-34.6833,150.8667,71.08,92,81,1.99,light rain
480,Riyadh,SA,2/12/2022 7:54,24.6877,46.7219,60.94,29,55,17.52,broken clouds
481,Faanui,PF,2/12/2022 7:57,-16.4833,-151.75,82.06,71,100,14.45,overcast clouds
482,Saint-Louis,SN,2/12/2022 7:57,16.3333,-15,65.84,16,64,13.96,broken clouds
483,Cayenne,GF,2/12/2022 7:57,4.9333,-52.3333,75.24,92,75,5.01,broken clouds
484,Kimry,RU,2/12/2022 7:57,56.8667,37.35,24.44,89,83,9.86,broken clouds
485,Khandyga,RU,2/12/2022 7:57,62.6667,135.6,-33.81,99,46,0.67,scattered clouds
486,Beringovskiy,RU,2/12/2022 7:57,63.05,179.3167,-26.21,95,11,8.75,few clouds
487,Hit,IQ,2/12/2022 7:57,33.6416,42.8251,61.02,37,0,18.03,clear sky
488,Bonthe,SL,2/12/2022 7:57,7.5264,-12.505,76.8,88,11,4.68,few clouds
489,Marawi,PH,2/12/2022 7:57,7.9986,124.2928,73.65,79,98,5.68,overcast clouds
490,North Bend,US,2/12/2022 7:57,43.4065,-124.2243,52.92,76,2,5.84,clear sky
491,Tezu,IN,2/12/2022 7:57,27.9167,96.1667,70.2,46,77,4.92,broken clouds
492,Uige,AO,2/12/2022 7:57,-7.6087,15.0613,78.03,56,99,1.61,overcast clouds
493,Portland,US,2/12/2022 7:54,45.5234,-122.6762,50.61,50,3,3,clear sky
494,Khangarh,PK,2/12/2022 7:57,29.9173,71.1618,68.07,12,0,7.65,clear sky
495,Mount Gambier,AU,2/12/2022 7:57,-37.8333,140.7667,80.51,39,0,14.97,clear sky
496,Nuuk,GL,2/12/2022 7:57,64.1835,-51.7216,30.88,92,100,37.07,snow
497,Whitehorse,CA,2/12/2022 7:57,60.7161,-135.0538,29.17,86,100,18.41,overcast clouds
498,Cacule,BR,2/12/2022 7:57,-14.5033,-42.2222,64.15,86,13,3.13,few clouds
499,Dongsheng,CN,2/12/2022 7:57,39.8161,109.9776,26.06,32,100,4.21,overcast clouds
500,Nurota,UZ,2/12/2022 7:57,40.5614,65.6886,42.89,58,11,7.09,few clouds
501,Smithers,CA,2/12/2022 7:57,54.7804,-127.1743,26.92,86,100,5.75,overcast clouds
502,Tyukalinsk,RU,2/12/2022 7:57,55.8732,72.1967,0.28,89,11,14.16,few clouds
503,Moranbah,AU,2/12/2022 7:57,-22.0016,148.0466,91.4,24,26,18.54,scattered clouds
504,Bayanday,RU,2/12/2022 7:57,53.0661,105.5139,-4.83,84,44,3.65,scattered clouds
505,Mikuni,JP,2/12/2022 7:57,36.2171,136.1519,48.11,71,60,1.05,broken clouds
506,Pueblo Nuevo,MX,2/12/2022 7:57,23.3833,-105.3833,38.55,57,0,6.42,clear sky
507,Havre-Saint-Pierre,CA,2/12/2022 7:57,50.2334,-63.5986,27.19,86,100,16.11,overcast clouds
508,Verkhnyaya Inta,RU,2/12/2022 7:57,65.9811,60.3094,9.07,75,100,11.59,overcast clouds
509,Atasu,KZ,2/12/2022 7:57,48.6814,71.6433,19.67,93,100,21.21,light snow
510,New Ulm,US,2/12/2022 7:57,44.3125,-94.4605,-0.71,78,0,13.8,clear sky
511,Santa Maria,BR,2/12/2022 7:57,-29.6842,-53.8069,72.28,63,98,4.05,overcast clouds
512,Davidson,US,2/12/2022 7:57,36.1501,-86.7833,51.4,70,100,5.99,overcast clouds
513,Grajau,BR,2/12/2022 7:57,-5.8194,-46.1386,70.21,98,72,2.66,broken clouds
514,Pichayevo,RU,2/12/2022 7:57,53.2363,42.2032,25.95,89,100,7.31,light snow
515,Qingyuan,CN,2/12/2022 7:57,23.7,113.0333,62.58,59,98,5.37,overcast clouds
516,Zachepylivka,UA,2/12/2022 7:57,49.1939,35.2394,34.52,100,100,9.51,snow
517,Alta Floresta,BR,2/12/2022 7:57,-9.8756,-56.0861,70.23,98,94,1.28,overcast clouds
518,La Paz Centro,NI,2/12/2022 7:57,12.34,-86.6753,76.24,73,0,7.16,clear sky
519,Udachnyy,RU,2/12/2022 7:57,66.4167,112.4,3.45,84,91,3.09,overcast clouds
520,Jalu,LY,2/12/2022 7:57,29.0331,21.5482,55.92,43,0,8.39,clear sky
521,Marsabit,KE,2/12/2022 7:57,2.3284,37.9899,75.27,44,10,14.27,clear sky
522,Zambezi,ZM,2/12/2022 7:57,-13.5432,23.1047,66.43,91,100,2.95,overcast clouds
523,Aksarka,RU,2/12/2022 7:57,66.5606,67.7975,-4.27,90,100,7.81,overcast clouds
524,Rovnoye,RU,2/12/2022 7:57,50.7765,46.0509,27.95,91,68,7.54,broken clouds
525,Cap Malheureux,MU,2/12/2022 7:57,-19.9842,57.6142,84.47,67,100,10,overcast clouds
526,Svetlogorsk,BY,2/12/2022 7:57,52.6333,29.7333,29.73,91,96,9.93,overcast clouds
527,Afua,BR,2/12/2022 7:57,-0.1567,-50.3867,74.41,96,77,3.98,broken clouds
528,Fiumicino,IT,2/12/2022 7:57,41.7675,12.2291,53.08,82,3,8.1,clear sky
529,Sembe,CG,2/12/2022 7:57,1.6481,14.5806,85.71,50,55,3.4,broken clouds
530,Guerrero Negro,MX,2/12/2022 7:57,27.9769,-114.0611,61.7,67,0,6.78,clear sky
531,Stropkov,SK,2/12/2022 7:57,49.2021,21.6522,37.06,74,60,8.99,broken clouds
532,Puerto Princesa,PH,2/12/2022 7:57,9.7392,118.7353,82.09,77,90,9.82,overcast clouds
533,Victoria,HK,2/12/2022 7:57,22.2855,114.1577,72.97,80,28,8.99,scattered clouds
534,Balakhninskiy,RU,2/12/2022 7:57,58.0106,114.2769,-14.37,92,77,1.66,broken clouds
535,Shatalovo,RU,2/12/2022 7:58,54.334,32.4465,25.39,89,100,12.28,overcast clouds
536,Bilibino,RU,2/12/2022 7:58,68.0546,166.4372,-35.46,100,94,1.36,overcast clouds
537,Antofagasta,CL,2/12/2022 7:58,-23.65,-70.4,63.68,81,12,3.42,few clouds
538,Jinchang,CN,2/12/2022 7:58,38.4953,102.1739,33.94,39,30,10.49,scattered clouds
539,Katima Mulilo,NA,2/12/2022 7:58,-17.5,24.2667,76.93,65,84,5.12,broken clouds
540,Brigantine,US,2/12/2022 7:58,39.4101,-74.3646,55.27,77,0,18.92,clear sky
541,Ravar,IR,2/12/2022 7:58,31.2656,56.8055,59.95,26,68,6.4,broken clouds
542,Rongcheng,CN,2/12/2022 7:58,30.634,117.8517,42.03,95,100,2.59,overcast clouds
543,Pangkalanbuun,ID,2/12/2022 7:58,-2.6833,111.6167,78.26,84,100,3.29,overcast clouds
